date,CMPAS_MAE,TMF_MAE,CMPAS_RMSE,TMF_RMSE
2021031416,0.0018,0.001,0.0167,0.0142
2021031417,0.0007,0.0006,0.0073,0.0072
2021031418,0.0097,0,0.0841,0
2021031419,0.0014,0.0013,0.0106,0.0103
2021031420,0.0007,0.0006,0.0074,0.0072
2021031421,0.001,0.001,0.0101,0.0101
2021031422,0.0007,0.0006,0.0075,0.0073
2021031423,0.0277,0.0154,0.1215,0.0981
2021031500,0.2422,0.1374,0.8048,0.6423
2021031501,0.6431,0.4325,1.9119,1.4272
2021031502,0.7094,0.618,2.3556,2.185
2021031503,0.9655,0.788,2.6023,2.378
2021031504,0.6505,0.6,1.7233,1.6718
2021031505,0.6681,0.5897,1.7481,1.663
2021031506,0.4757,0.4559,1.6885,1.7429
2021031507,0.3306,0.3311,1.2613,1.0919
2021031508,0.1362,0.1499,0.5646,0.6602
2021031509,0.1143,0.1041,0.4099,0.3878
2021031510,0.0362,0.0331,0.1354,0.1344
2021031511,0.0209,0.0083,0.1272,0.0402
2021031512,0.0133,0.0081,0.0491,0.0403
2021031513,0.0054,0.002,0.0451,0.0224
2021031514,0.0085,0.0073,0.0445,0.0411
2021031515,0.0019,0.0018,0.0129,0.0125
2021031516,0.0018,0.001,0.0126,0.0101
2021031517,0.0016,0.001,0.0159,0.0097
2021031518,0.0009,0.0006,0.008,0.0051
2021031519,0.0005,0.0005,0.0071,0.0071
2021031520,0,0,0,0
2021031521,0.0011,0.0007,0.0101,0.0065
2021031522,0.0005,0.0005,0.0071,0.0071
2021031523,0,0,0,0
2021031600,0.0005,0.0005,0.0071,0.0071
2021031601,0.0015,0.0012,0.0123,0.0096
2021031602,0.0005,0.0005,0.0071,0.0071
2021031603,0.023,0.009,0.1352,0.0809
2021031604,0.1372,0.0726,1.1912,0.5208
2021031605,0.1762,0.1758,1.0309,1.0627
2021031606,0.4835,0.4031,1.6187,1.4938
2021031607,1.3331,1.0342,3.2576,2.719
2021031608,1.4475,0.9095,3.2166,2.8889
2021031609,1.0394,1.0256,2.9088,2.996
2021031610,1.1608,1.0372,2.9473,2.6436
2021031611,0.9427,0.7163,2.597,2.2628
2021031612,0.75,0.6016,1.8628,1.3839
2021031613,0.6094,0.5062,1.3841,1.2396
2021031614,0.7693,0.7033,1.7055,1.6031
2021031615,0.6059,0.523,1.3308,1.2632
2021031616,0.4131,0.3419,0.9514,0.8479
2021031617,0.2976,0.2185,0.6853,0.5425
2021031618,0.1031,0.0766,0.2867,0.202
2021031619,0.039,0.0306,0.1308,0.1198
2021031620,0.0241,0.0117,0.0999,0.0655
2021031621,0.0187,0.0157,0.094,0.0784
2021031622,0.0074,0.0062,0.0297,0.0267
2021031623,0.008,0.0058,0.0426,0.0395
2021031700,0.0142,0.0061,0.0674,0.0471
2021031701,0.0889,0.0429,0.3462,0.2429
2021031702,0.5638,0.2006,2.5435,1.4551
2021031703,0.3082,0.1801,1.4188,0.7828
2021031704,0.2361,0.1606,1.1418,1.0597
2021031705,0.5662,0.2883,2.2476,1.6849
2021031706,0.5322,0.2949,2.0269,1.427
2021031707,0.6331,0.4195,2.4489,1.8768
2021031708,0.289,0.1519,1.0623,0.4975
2021031709,0.16,0.0838,0.7401,0.3886
2021031710,0.1371,0.1287,0.6182,0.6619
2021031711,0.1379,0.0622,0.4974,0.2423
2021031712,0.2917,0.2501,0.9429,0.8459
2021031713,0.1645,0.133,0.7691,0.7366
2021031714,0.1567,0.1485,0.8284,0.853
2021031715,0.1378,0.1175,0.5915,0.5683
2021031716,0.0426,0.0435,0.2376,0.2381
2021031717,0.0467,0.0443,0.2278,0.2254
2021031718,0.0156,0.0144,0.0584,0.0585
2021031719,0.0099,0.0071,0.0439,0.0361
2021031720,0.0099,0.0086,0.0488,0.0458
