date,CMPAS_MAE,TMF_MAE,CMPAS_RMSE,TMF_RMSE
2021030100,0.2279,0.2252,0.349,0.3483
2021030101,0.2511,0.2332,0.357,0.3361
2021030102,0.2716,0.2874,0.3843,0.4155
2021030103,0.2562,0.2702,0.3818,0.4101
2021030104,0.2293,0.2286,0.3594,0.3577
2021030105,0.183,0.1752,0.3139,0.2976
2021030106,0.1618,0.1542,0.3095,0.2834
2021030107,0.1533,0.1484,0.2701,0.2475
2021030108,0.1534,0.1505,0.2826,0.2748
2021030109,0.1705,0.1698,0.3705,0.3701
2021030110,0.1156,0.1148,0.2263,0.2262
2021030111,0.1247,0.1179,0.2851,0.2843
2021030112,0.095,0.0777,0.229,0.2091
2021030113,0.0804,0.0612,0.2369,0.1958
2021030114,0.0502,0.0372,0.1795,0.1533
2021030115,0.0771,0.0316,0.3684,0.1573
2021030116,0.0398,0.0271,0.1482,0.1147
2021030117,0.0567,0.0242,0.504,0.1083
2021030118,0.0215,0.0158,0.0826,0.0691
2021030119,0.0188,0.0144,0.0914,0.0855
2021030120,0.0131,0.0111,0.0572,0.0525
2021030121,0.0172,0.0159,0.0845,0.0857
2021030122,0.0094,0.0085,0.0521,0.0508
2021030123,0.0176,0.0138,0.1045,0.0819
2021030200,0.0115,0.0106,0.0572,0.0565
2021030201,0.0114,0.0106,0.0727,0.0724
2021030202,0.0131,0.0116,0.0704,0.07
2021030203,0.014,0.0083,0.092,0.0544
2021030204,0.0153,0.0104,0.0609,0.0502
2021030205,0.0214,0.0127,0.0781,0.0437
2021030206,0.0249,0.0192,0.077,0.0594
2021030207,0.0192,0.0153,0.0597,0.049
2021030208,0.02,0.0159,0.0606,0.0507
2021030209,0.0297,0.0205,0.0795,0.0673
2021030210,0.0453,0.0359,0.0958,0.079
2021030211,0.043,0.0351,0.0996,0.086
2021030212,0.0246,0.0214,0.0942,0.0891
2021030213,0.0211,0.0199,0.1569,0.1564
2021030214,0.023,0.02,0.0991,0.0943
2021030215,0.0294,0.0224,0.1166,0.1094
2021030216,0.0257,0.0202,0.1084,0.0977
2021030217,0.0295,0.0241,0.125,0.1105
2021030218,0.0272,0.0259,0.0946,0.0972
2021030219,0.0294,0.0286,0.0945,0.0933
2021030220,0.0295,0.0281,0.0905,0.0904
2021030221,0.0235,0.0231,0.0885,0.0863
2021030222,0.0254,0.025,0.1036,0.101
2021030223,0.0376,0.0362,0.1244,0.117
2021030300,0.0585,0.0631,0.1733,0.1903
2021030301,0.0841,0.0823,0.186,0.1834
2021030302,0.0827,0.082,0.1781,0.1772
2021030303,0.0778,0.0738,0.1406,0.138
2021030304,0.0841,0.0782,0.136,0.1307
2021030305,0.0825,0.07,0.1405,0.1257
2021030306,0.0387,0.0344,0.0727,0.0643
2021030307,0.0268,0.0209,0.0715,0.0593
2021030308,0.0203,0.0159,0.061,0.0486
2021030309,0.0164,0.0126,0.0556,0.0476
2021030310,0.0263,0.011,0.1377,0.0586
2021030311,0.0103,0.0083,0.0644,0.0546
2021030312,0.0086,0.0068,0.0907,0.0883
2021030313,0.0134,0.0104,0.0803,0.067
2021030314,0.0111,0.0087,0.0958,0.088
2021030315,0.0443,0.0026,0.5776,0.0299
2021030316,0.0048,0.0041,0.0606,0.0593
2021030317,0.0029,0.0023,0.0267,0.0227
2021030318,0.0015,0.0014,0.0198,0.0196
2021030319,0.0013,0.0011,0.0123,0.0111
2021030320,0.0013,0.001,0.011,0.0093
2021030321,0.0003,0.0003,0.0063,0.0062
2021030322,0.0004,0.0003,0.0055,0.0049
2021030323,0.001,0.0009,0.0105,0.0097
2021030400,0.0004,0.0004,0.0056,0.0053
2021030401,0.0009,0.0007,0.0084,0.0067
2021030402,0.001,0.0008,0.0095,0.0073
2021030403,0.0008,0.0006,0.0088,0.0068
2021030404,0.0011,0.001,0.01,0.0095
2021030405,0.0018,0.0015,0.0133,0.0115
2021030406,0.0035,0.0028,0.0187,0.0157
2021030407,0.0054,0.0044,0.0265,0.0209
2021030408,0.0049,0.0039,0.0366,0.0281
2021030409,0.0057,0.0046,0.0285,0.0236
2021030410,0.0123,0.0082,0.0696,0.0497
2021030411,0.0101,0.0064,0.0707,0.0581
2021030412,0.0086,0.0069,0.0821,0.0765
2021030413,0.0409,0.0201,0.6531,0.2935
2021030414,0.0043,0.0032,0.0308,0.027
2021030415,0.0018,0.0014,0.0154,0.0123
2021030416,0.0026,0.0017,0.0251,0.0173
2021030417,0.0026,0.0018,0.0261,0.019
2021030418,0.0059,0.0042,0.0654,0.0478
2021030419,0.0037,0.0016,0.0506,0.0318
2021030420,0.0038,0.0027,0.0452,0.0334
2021030421,0.0092,0.0046,0.1039,0.0507
2021030422,0.0034,0.0019,0.0282,0.0156
2021030423,0.0048,0.0031,0.0242,0.0157
2021030500,0.0079,0.0053,0.0722,0.0458
2021030501,0.0114,0.0085,0.0638,0.0491
2021030502,0.0111,0.008,0.0386,0.0288
2021030503,0.0213,0.0167,0.0693,0.0589
2021030504,0.0252,0.0206,0.0801,0.0683
2021030505,0.0483,0.0305,0.1469,0.1141
2021030506,0.0357,0.0257,0.1133,0.0959
2021030507,0.0218,0.0227,0.0897,0.0919
2021030508,0.0131,0.0126,0.0688,0.0674
2021030509,0.0109,0.0108,0.1006,0.1048
2021030510,0.0081,0.0076,0.0508,0.0504
2021030511,0.0055,0.0048,0.0884,0.088
2021030512,0.0014,0.001,0.0095,0.0078
2021030513,0.0062,0.0057,0.0615,0.0611
2021030514,0.0175,0.0156,0.2997,0.2213
2021030515,0.0099,0.0096,0.0748,0.0753
2021030516,0.0087,0.0082,0.0567,0.0563
2021030518,0.0067,0.0054,0.0402,0.0371
2021030519,0.0087,0.008,0.0662,0.0583
2021030520,0.0156,0.0149,0.0718,0.0703
2021030521,0.0291,0.0276,0.1095,0.1067
2021030522,0.0246,0.0223,0.1011,0.085
2021030523,0.0171,0.0108,0.071,0.0471
2021030600,0.0107,0.0103,0.0518,0.0515
2021030601,0.0161,0.0155,0.0574,0.0563
2021030602,0.0184,0.0181,0.0627,0.0638
2021030603,0.0287,0.0263,0.1071,0.1046
2021030604,0.0316,0.0231,0.0965,0.0742
2021030605,0.0325,0.0177,0.0938,0.0602
2021030606,0.0495,0.0217,0.1272,0.0647
2021030607,0.0609,0.0321,0.1552,0.1195
2021030608,0.0989,0.051,0.2223,0.1409
2021030609,0.1919,0.1219,0.3531,0.2322
2021030610,0.1508,0.1237,0.2524,0.2164
2021030611,0.1187,0.0972,0.262,0.2207
2021030612,0.0573,0.0563,0.1454,0.1434
2021030613,0.0633,0.0485,0.213,0.1642
2021030614,0.0924,0.0544,0.2685,0.2033
2021030615,0.1094,0.0711,0.2949,0.2078
2021030616,0.1247,0.0965,0.3051,0.2379
2021030617,0.1192,0.0957,0.2928,0.2366
2021030618,0.0978,0.0665,0.2621,0.1949
2021030619,0.0826,0.0598,0.2435,0.2091
2021030620,0.0589,0.0493,0.1697,0.151
2021030621,0.0401,0.0347,0.1857,0.1598
2021030622,0.0375,0.033,0.1401,0.1329
2021030623,0.0462,0.037,0.1982,0.1917
2021030700,0.0403,0.0315,0.1539,0.1257
2021030701,0.0612,0.0297,0.1803,0.0979
2021030702,0.1498,0.0832,1.0747,0.4674
2021030703,0.0927,0.0765,0.1963,0.1708
2021030704,0.0985,0.0763,0.1956,0.1668
2021030705,0.0751,0.0658,0.1473,0.1366
2021030706,0.0386,0.0341,0.0838,0.0769
2021030707,0.046,0.0383,0.1073,0.1006
2021030708,0.0668,0.0617,0.1503,0.1617
2021030709,0.0719,0.0585,0.2029,0.1393
2021030710,0.0723,0.0677,0.1662,0.1615
2021030711,0.0962,0.091,0.2391,0.2443
2021030712,0.0714,0.0657,0.1833,0.1788
2021030713,0.0395,0.0371,0.1075,0.1053
2021030714,0.0188,0.0169,0.0596,0.0583
2021030715,0.0145,0.0114,0.1294,0.1218
2021030716,0.0184,0.005,0.1961,0.0328
2021030717,0.0064,0.0051,0.0623,0.0432
2021030718,0.0059,0.0041,0.0464,0.0297
2021030719,0.0041,0.0029,0.0343,0.0232
2021030720,0.008,0.0064,0.0315,0.0276
2021030721,0.0319,0.0201,0.1242,0.0723
2021030722,0.0866,0.0957,0.3923,0.4374
2021030723,0.1629,0.1336,0.4258,0.3736
2021030800,0.3604,0.3294,0.7502,0.7065
2021030801,0.6401,0.5836,1.1247,1.0394
2021030802,0.6664,0.6267,1.0756,0.9906
2021030803,0.5942,0.566,1.1069,1.0557
2021030804,0.3585,0.3586,0.7717,0.7717
2021030805,0.2275,0.2307,0.4955,0.5001
2021030806,0.1206,0.1204,0.2817,0.2788
2021030807,0.0877,0.0885,0.2027,0.2036
2021030808,0.0755,0.066,0.1707,0.159
2021030809,0.0479,0.0297,0.1202,0.0895
2021030810,0.0359,0.0203,0.1632,0.1365
2021030811,0.0395,0.0182,0.2258,0.1813
2021030812,0.0168,0.0127,0.0871,0.0767
2021030813,0.0064,0.0057,0.0522,0.0514
2021030814,0.0078,0.0065,0.0522,0.0485
