date,CMPAS_MAE,TMF_MAE,CMPAS_RMSE,TMF_RMSE
2021030100,0.2339,0.2344,0.355,0.3555
2021030101,0.2529,0.2361,0.3589,0.3372
2021030102,0.2694,0.2867,0.3818,0.4131
2021030103,0.256,0.2657,0.3859,0.3976
2021030104,0.2203,0.2155,0.3358,0.3255
2021030105,0.1827,0.1777,0.3181,0.313
2021030106,0.1544,0.1474,0.2897,0.2615
2021030107,0.1482,0.1428,0.2632,0.2367
2021030108,0.1517,0.1484,0.279,0.274
2021030109,0.1677,0.17,0.3524,0.3546
2021030110,0.1174,0.117,0.2284,0.2291
2021030111,0.1267,0.1117,0.3293,0.2834
2021030112,0.1014,0.0846,0.2387,0.221
2021030113,0.0883,0.0671,0.2804,0.2237
2021030114,0.0457,0.032,0.1571,0.1356
2021030115,0.069,0.0272,0.3319,0.1424
2021030116,0.0387,0.0252,0.1433,0.1171
2021030117,0.0629,0.0229,0.5786,0.103
2021030118,0.0196,0.0143,0.0725,0.0546
2021030119,0.0201,0.0155,0.0984,0.0923
2021030120,0.013,0.0107,0.0587,0.0551
2021030121,0.0191,0.0182,0.093,0.0917
2021030122,0.0103,0.0096,0.0573,0.0564
2021030123,0.0173,0.013,0.0883,0.0828
2021030200,0.0103,0.0095,0.0507,0.0502
2021030201,0.0084,0.0078,0.0413,0.0404
2021030202,0.0133,0.0119,0.0716,0.0713
2021030203,0.0145,0.0078,0.0824,0.0532
2021030204,0.0167,0.0116,0.0659,0.0547
2021030205,0.0212,0.0115,0.0779,0.0408
2021030206,0.0239,0.018,0.0753,0.0587
2021030207,0.0192,0.015,0.0592,0.0497
2021030208,0.0219,0.0177,0.0667,0.0565
2021030209,0.0308,0.0231,0.1106,0.0715
2021030210,0.0455,0.0357,0.0986,0.0803
2021030211,0.0434,0.035,0.0973,0.0819
2021030212,0.0234,0.0199,0.0806,0.075
2021030213,0.0215,0.0203,0.1651,0.1647
2021030214,0.0236,0.0208,0.1033,0.0992
2021030215,0.0293,0.0246,0.1148,0.103
2021030216,0.0255,0.0207,0.1132,0.1072
2021030217,0.034,0.0273,0.1403,0.1299
2021030218,0.0254,0.0248,0.0971,0.0967
2021030219,0.0298,0.0286,0.0984,0.0974
2021030220,0.0315,0.0301,0.0888,0.0905
2021030221,0.0245,0.0238,0.0929,0.0884
2021030222,0.0247,0.0238,0.0964,0.0944
2021030223,0.0362,0.0353,0.1229,0.1153
2021030300,0.0628,0.0586,0.1839,0.1732
2021030301,0.0861,0.0828,0.1957,0.1937
2021030302,0.0793,0.0785,0.1717,0.17
2021030303,0.0796,0.0761,0.1453,0.1436
2021030304,0.084,0.0787,0.135,0.129
2021030305,0.0838,0.0708,0.14,0.1241
2021030306,0.0401,0.035,0.0739,0.0663
2021030307,0.0255,0.0194,0.0702,0.0576
2021030308,0.0192,0.0141,0.0601,0.0458
2021030309,0.0164,0.0127,0.0562,0.0486
2021030310,0.0259,0.0099,0.1241,0.0557
2021030311,0.0094,0.0068,0.0613,0.0501
2021030312,0.0121,0.0105,0.1165,0.1104
2021030313,0.0131,0.0094,0.0817,0.0662
2021030314,0.0114,0.0082,0.0985,0.0913
2021030315,0.0517,0.004,0.6296,0.0344
2021030316,0.005,0.0044,0.0637,0.0631
2021030317,0.0028,0.0021,0.0261,0.0224
2021030318,0.0012,0.001,0.0133,0.0131
2021030319,0.0015,0.0012,0.0165,0.0157
2021030320,0.0013,0.001,0.0112,0.0099
2021030321,0.0003,0.0003,0.0062,0.0061
2021030322,0.0006,0.0005,0.0065,0.0059
2021030323,0.0009,0.0008,0.0094,0.0084
2021030400,0.0004,0.0003,0.0056,0.0051
2021030401,0.0006,0.0005,0.0071,0.0058
2021030402,0.0012,0.0009,0.0136,0.0096
2021030403,0.0012,0.0009,0.0127,0.0097
2021030404,0.0011,0.0009,0.0097,0.0087
2021030405,0.0017,0.0014,0.0129,0.0112
2021030406,0.0029,0.0023,0.0155,0.0131
2021030407,0.0051,0.0041,0.0281,0.0226
2021030408,0.0044,0.0033,0.0312,0.0208
2021030409,0.0056,0.0045,0.029,0.0229
2021030410,0.0118,0.0069,0.0697,0.0463
2021030411,0.0125,0.0091,0.0791,0.0665
2021030412,0.0059,0.0039,0.0611,0.0543
2021030413,0.0366,0.004,0.5928,0.0616
2021030414,0.0041,0.0031,0.031,0.0268
2021030415,0.0018,0.0014,0.0152,0.0118
2021030416,0.0026,0.0017,0.0231,0.0152
2021030417,0.0028,0.002,0.027,0.0199
2021030418,0.0059,0.0038,0.066,0.0455
2021030419,0.003,0.0008,0.0411,0.0094
2021030420,0.0022,0.001,0.0337,0.0147
2021030421,0.0067,0.0008,0.0687,0.022
2021030422,0.0038,0.0022,0.0329,0.0221
2021030423,0.0051,0.0032,0.0239,0.015
2021030500,0.0058,0.0024,0.0313,0.0225
2021030501,0.0124,0.0094,0.0699,0.0555
2021030502,0.0111,0.0076,0.0388,0.0281
2021030503,0.0201,0.0144,0.0667,0.0569
2021030504,0.0246,0.02,0.0802,0.0675
2021030505,0.0461,0.0284,0.1378,0.1018
2021030506,0.0391,0.0294,0.1259,0.1051
2021030507,0.0224,0.0204,0.0952,0.0968
2021030508,0.0152,0.0144,0.073,0.0715
2021030509,0.0132,0.0132,0.1081,0.113
2021030510,0.0075,0.0071,0.0457,0.0456
2021030511,0.0063,0.0055,0.0949,0.0943
2021030512,0.0016,0.0013,0.0106,0.0092
2021030513,0.0058,0.0053,0.0633,0.063
2021030514,0.0082,0.0094,0.0462,0.0631
2021030515,0.0098,0.0094,0.052,0.0524
2021030516,0.0079,0.0075,0.0554,0.0551
2021030518,0.0051,0.004,0.0312,0.0285
2021030519,0.0079,0.007,0.0472,0.0511
2021030520,0.0134,0.0127,0.0592,0.058
2021030521,0.0264,0.0254,0.1022,0.0993
2021030522,0.0229,0.02,0.0926,0.074
2021030523,0.0179,0.0139,0.0921,0.0614
2021030600,0.0106,0.0102,0.0515,0.051
2021030601,0.0172,0.0167,0.059,0.058
2021030602,0.0168,0.0165,0.0601,0.0601
2021030603,0.0281,0.0258,0.0995,0.0972
2021030604,0.032,0.0237,0.1027,0.0761
2021030605,0.0345,0.0195,0.0986,0.0601
2021030606,0.0462,0.0175,0.1234,0.0683
2021030607,0.0645,0.0336,0.1634,0.1122
2021030608,0.1008,0.0521,0.2276,0.1348
2021030609,0.1891,0.1186,0.3476,0.2171
2021030610,0.1567,0.1279,0.2586,0.22
2021030611,0.1168,0.0955,0.2548,0.2169
2021030612,0.0619,0.06,0.1536,0.1503
2021030613,0.0613,0.0434,0.2111,0.1635
2021030614,0.093,0.0564,0.2783,0.2017
2021030615,0.1186,0.0813,0.325,0.2365
2021030616,0.1308,0.0979,0.3317,0.2676
2021030617,0.1148,0.0883,0.2806,0.2353
2021030618,0.0973,0.0658,0.2885,0.172
2021030619,0.0789,0.0581,0.2259,0.1886
2021030620,0.0597,0.0497,0.1751,0.1552
2021030621,0.0393,0.032,0.1618,0.1205
2021030622,0.0411,0.0356,0.1624,0.1553
2021030623,0.0437,0.0346,0.1955,0.1762
2021030700,0.0393,0.034,0.1551,0.1348
2021030701,0.0583,0.0275,0.171,0.0943
2021030702,0.1425,0.0623,0.968,0.1816
2021030703,0.0989,0.0859,0.216,0.1887
2021030704,0.0962,0.0746,0.1913,0.1614
2021030705,0.0749,0.064,0.1491,0.1394
2021030706,0.0375,0.0335,0.0821,0.0749
2021030707,0.0487,0.0415,0.1033,0.095
2021030708,0.0652,0.0586,0.1436,0.1491
2021030709,0.0703,0.0607,0.1343,0.13
2021030710,0.0735,0.0675,0.1665,0.1615
2021030711,0.0933,0.0932,0.206,0.2059
2021030712,0.0702,0.064,0.1611,0.1558
2021030713,0.0407,0.0378,0.1112,0.1094
2021030714,0.0193,0.0174,0.0619,0.0603
2021030715,0.0135,0.0095,0.1347,0.127
2021030716,0.0213,0.005,0.2119,0.0314
2021030717,0.0053,0.0031,0.0392,0.018
2021030718,0.0055,0.0032,0.0447,0.0234
2021030719,0.0039,0.0027,0.0327,0.0203
2021030720,0.0089,0.0073,0.0366,0.0326
2021030721,0.0321,0.0185,0.1248,0.0646
2021030722,0.0741,0.0658,0.3359,0.2933
2021030723,0.1671,0.1363,0.4392,0.3715
2021030800,0.3662,0.3372,0.7567,0.7236
2021030801,0.6286,0.5693,1.0774,0.9837
2021030802,0.6562,0.6152,1.0678,0.9834
2021030803,0.6132,0.5772,1.1328,1.0556
2021030804,0.3544,0.3625,0.7869,0.7952
2021030805,0.2247,0.2244,0.4881,0.4877
2021030806,0.127,0.1272,0.2949,0.2918
2021030807,0.0869,0.0851,0.2007,0.2016
2021030808,0.0735,0.0637,0.1623,0.1566
2021030809,0.0492,0.0293,0.1217,0.0923
