date,CMPAS_MAE,TMF_MAE,CMPAS_RMSE,TMF_RMSE
20210411,0.0462,0.0406,0.2739,0.2133
20210412,0.075,0.0661,0.3629,0.3255
20210413,0.0523,0.037,0.4688,0.1937
20210414,0.1199,0.0928,0.5591,0.2896
20210415,0.0423,0.0281,0.1947,0.1451
20210416,0.2659,0.2439,0.7776,0.6765
20210417,0.0251,0.0201,0.1054,0.0816
20210418,0.0888,0.076,0.3447,0.2456
20210419,0.0413,0.0273,0.4239,0.2033
20210420,0.2296,0.198,0.7363,0.6582
20210421,0.1035,0.0862,0.5597,0.4922
20210422,0.0051,0.0036,0.1816,0.0957
20210423,0.1372,0.1111,0.8281,0.7174
20210424,0.5144,0.4284,1.5198,1.2528
20210425,0.1264,0.099,0.3545,0.2897
20210426,0.1395,0.1125,0.4054,0.3434
20210427,0.0196,0.0106,0.162,0.1057
20210428,0.1461,0.0848,0.6841,0.5335
20210429,0.0047,0.0021,0.178,0.0961
20210430,0.0011,0.0009,0.0283,0.0257
20210501,0.0012,0.0005,0.1321,0.013
20210502,0.1326,0.1122,1.8347,1.7431
20210503,1.1981,1.1195,4.1512,3.7892
20210504,0.06,0.0339,0.5115,0.3779
20210505,0.3844,0.3654,1.2108,1.1912
20210506,0.4643,0.4184,1.1298,1.0584
20210507,0.0714,0.0417,0.3746,0.2251
20210508,0.0027,0.0021,0.0388,0.0314
20210509,0.0476,0.009,0.902,0.2342
20210510,0.2942,0.197,1.4414,1.1159
20210511,0.3897,0.3063,1.4586,1.2474
20210512,0.0431,0.027,0.2674,0.2112
20210513,0.4518,0.365,1.8119,1.5702
20210514,0.458,0.3799,1.9866,1.8313
20210515,0.87,0.7525,3.2316,2.856
20210516,0.3107,0.2678,1.0276,0.8912
20210517,0.0601,0.0409,0.3328,0.2109
20210518,0.0838,0.0671,0.3017,0.2586
20210519,0.1135,0.0955,0.5028,0.4618
20210520,0.0126,0.0066,0.1162,0.0667
20210521,0.0136,0.0089,0.2355,0.0999
20210522,0.1759,0.1284,0.9192,0.68
20210523,0.288,0.2455,1.0052,0.7496
20210524,0.0908,0.0694,0.284,0.2265
20210525,0.0675,0.0637,0.2542,0.2442
20210526,0.2945,0.2833,0.7343,0.6893
20210527,0.0084,0.005,0.0799,0.0491
20210528,0.028,0.0223,0.1633,0.1327
20210529,0.2201,0.165,0.8177,0.6961
20210530,0.0128,0.0045,0.1834,0.0368
20210531,0.0219,0.0195,0.4588,0.4513
20210601,0.0605,0.0368,0.7401,0.5463
20210602,0.1155,0.0782,0.4959,0.4213
20210603,0.4854,0.4145,1.1963,1.0061
20210604,0.0074,0.0038,0.1554,0.0681
20210605,0.0044,0.0011,0.2112,0.0232
20210606,0.0022,0.0006,0.1683,0.0329
20210607,0.001,0.0008,0.0228,0.018
20210608,0.0174,0.0122,0.3953,0.3671
20210609,0.408,0.3751,0.9859,0.9291
20210610,0.1502,0.1267,0.6692,0.5562
20210611,0.1313,0.1077,0.7044,0.6446
20210612,0.1575,0.1271,0.6298,0.5521
20210613,0.0278,0.018,0.462,0.4051
20210614,0.0046,0.0022,0.1511,0.1033
20210615,0.0377,0.015,0.4616,0.3065
20210616,0.0415,0.0151,0.6323,0.3246
20210617,0.4628,0.2847,2.5436,1.838
20210618,0.7921,0.7062,2.7128,2.4142
20210619,0.4286,0.3729,1.5072,1.3989
20210620,0.1702,0.1317,1.0754,0.9
20210621,0.0222,0.0134,0.2207,0.1729
20210622,0.0009,0.0008,0.0353,0.0351
20210623,0.0013,0.0011,0.0244,0.0202
20210624,0.0432,0.0237,0.2988,0.2251
20210625,0.1757,0.1115,1.0367,0.8089
20210626,0.1761,0.1544,0.9781,0.9316
20210627,0.807,0.6515,3.0183,2.6563
20210628,0.7515,0.5291,3.1815,2.7047
20210629,0.6569,0.3783,2.923,2.0134
20210630,0.4342,0.2382,2.1344,1.459
20210701,0.6891,0.5002,2.8089,2.3725
20210702,0.5188,0.4342,1.5675,1.3088
20210703,0.2467,0.1989,0.9571,0.8195
20210704,0.2181,0.1766,0.9213,0.8146
20210705,1.0405,0.8128,3.0565,2.4618
20210706,0.4764,0.3345,1.9116,1.5664
20210707,0.8459,0.6371,3.552,2.9869
20210708,0.9591,0.7522,3.731,3.146
20210709,0.1837,0.1285,1.1772,0.924
20210710,0.1882,0.1426,1.3233,0.9041
20210711,0.5087,0.4492,2.0182,1.8393
20210712,0.5608,0.4696,2.5608,2.3628
20210713,0.0086,0.0045,0.2368,0.1843
20210714,0.0023,0.0015,0.0738,0.0363
20210715,0.1321,0.0889,1.5209,1.146
20210716,1.1588,0.8954,3.904,3.1638
20210717,0.7254,0.5805,2.9008,2.5508
20210718,0.3504,0.2014,2.0815,1.6557
20210719,0.8161,0.5159,3.8117,2.8354
20210720,0.3501,0.1783,2.5766,1.4886
20210721,0.3152,0.1832,1.8328,1.3891
20210722,0.075,0.0518,0.8599,0.765
20210723,0.1373,0.0839,1.3802,1.0182
20210724,0.1636,0.076,1.4422,0.8023
20210725,0.1162,0.0787,1.1724,0.9477
20210726,0.138,0.0763,1.5524,1.1678
20210727,0.4761,0.2963,2.7063,2.1374
20210728,0.304,0.1703,1.7645,1.3816
20210729,0.0602,0.038,0.7825,0.597
20210730,0.0279,0.0195,0.5493,0.4707
20210731,0.0106,0.0084,0.3284,0.3132
